Entry number,Fermi name,Counterpart name,Bzcat5 name,Optical Class,RA (J2000.0),Dec (J2000.0),Redshift,SED Class,Log νSync. Z corr. (Hz),Probability Bayesian,Reliability LR RG,Reliability LR XG,Significance,Flux 1-100 GeV (ph/cm2/s),Spectral Index,Spectral Type,Power Law Index,Radio flux (mJy),X Flux (erg cm-2 s-1),USNO Vmag,SDSS Vmag
121,3FGL J0133.0- 4413,SUMSS J013306- 441422,5BZBJ0133-4414,bll,23.27654122,-44.23927792,0,ISP,14.488,1,0,0,7.75,0.00000000037625444,2.1562,PowerLaw,2.16,82.3,0,18.8215,0
122,3FGL J0133.2- 5159,PKS 0131-522,5BZUJ0133-5200,bcu I,23.2740106,-52.00109599,0,LSP,12.063,1,1,0,4.51,0.00000000018920514,2.6276,PowerLaw,2.63,1198,1.78e- 12,18.923,0
123,3FGL J0133.3+4324,B3 0129+431,,bcu II,23.18386172,43.42573923,0,LSP,13.48,0.94,0,0,5,0.00000000032407996,2.301,PowerLaw,2.3,150.9697,0,19.8482,17.83
124,3FGL J0134.3- 3842,PMN J0134-3843,5BZQJ0134-3843,fsrq,23.63345888,-38.72593969,2.14,LSP,13.137,1,0.91,0,6.92,0.00000000031318284,2.3312,PowerLaw,2.33,569.6524,0,22.3918,0
125,3FGL J0134.5+2638,1RXS J013427.2+263846,5BZBJ0134+2638,bcu I,23.61747828,26.64528102,0,HSP,15.81,1,0,0.88,11.97,0.0000000008431027,1.9911,PowerLaw,1.99,30.5724,2.59e- 12,16.4339,16.46
126,3FGL J0136.5+3905,B3 0133+388,5BZBJ0136+3905,bll,24.13582657,39.09977723,0,HSP,16.195,1,0.93,0.98,56.92,0.0000000048535629,1.6956,PowerLaw,1.7,60.6358,2.33e- 11,16.0602,0
127,3FGL J0137.0+4752,OC 457,5BZQJ0136+4751,fsrq,24.24414502,47.85808334,0.859,LSP,13.084,1,0.97,0,55.94,0.000000005096124,2.1465,LogParabola,2.27,1138.0917,0,18.3309,17.24
128,3FGL J0137.6- 2430,PKS 0135-247,5BZQJ0137-2430,fsrq,24.40977688,-24.51496819,0.835,LSP,12.919,1,0.96,0.87,22.53,0.0000000010193285,2.5176,PowerLaw,2.52,1181.9996,2.08e- 12,17.0939,0
129,3FGL J0139.9+8735,NVSS J013913+873754,,bcu II,24.80142995,87.63266669,0,ISP,14.1,0.99,0,0,5.78,0.00000000030727068,1.8912,PowerLaw,1.89,11.5591,0,0,0
130,3FGL J0141.4- 0929,PKS 0139-09,5BZBJ0141-0928,bll,25.35763396,-9.478798383,0.73,LSP,13.038,1,0.96,0.85,29.46,0.0000000020650377,2.1229,PowerLaw,2.12,657.4735,6.96e- 13,17.4453,16.57
131,3FGL J0143.7- 5845,SUMSS J014347- 584550,5BZBJ0143-5845,bll,25.94754533,-58.76427763,0,HSP,16.4,1,0,0,18.98,0.00000000098250941,1.8384,PowerLaw,1.84,28.3,0,17.457,0
132,3FGL J0144.6+2705,TXS 0141+268,5BZBJ0144+2705,bll,26.13980778,27.08419944,0,LSP,13.4,1,0.93,0,50.61,0.0000000045340975,2.0632,LogParabola,2.16,217.1599,0,0,18.03
133,3FGL J0145.1- 2732,PKS 0142-278,5BZQJ0145-2733,fsrq,26.26414436,-27.55953609,1.148,LSP,12.832,1,0.94,0,29.47,0.0000000013570322,2.5696,PowerLaw,2.57,923.3085,0,18.0649,0
134,3FGL J0145.6+8600,NVSS J014929+860114,,bcu III,27.39690636,86.02094474,0,-,0,0.95,0,0,5.04,0.00000000026358574,2.5189,PowerLaw,2.52,96.0107,0,17.6882,0
135,3FGL J0146.4- 6746,SUMSS J014554- 674646,,bcu II,26.47925,-67.7797778,0,ISP,14.958,0.98,0,0,6.93,0.00000000031741948,2.3907,PowerLaw,2.39,36.1,0,17.3994,0
136,3FGL J0147.0- 5204,PKS 0144-522,5BZGJ0146-5202,bcu I,26.70242176,-52.04268069,0.0981,ISP,14.941,1,0.88,0,7.19,0.0000000003509586,2.1996,PowerLaw,2.2,329.3,1.14e- 12,12.3878,0
137,3FGL J0148.6+0128,PMN J0148+0129,5BZBJ0148+0129,bll,27.14081255,1.483733053,0.94,ISP,14.273,1,0.85,0,9.79,0.00000000058820704,2.0208,PowerLaw,2.02,88.3581,0,19.0921,18.92
138,3FGL J0150.5- 5447,PMN J0150-5450,,bcu II,27.68554,-54.83472,0,HSP,15.552,0.99,0,0,4.56,0.00000000020435262,2.1182,PowerLaw,2.12,43.8,0,17.8256,0
139,3FGL J0151.0+0537,PMN J0151+0540,,bcu II,27.7575267,5.67619537,0,LSP,13.74,0.99,0.81,0,4.41,0.00000000025964558,2.3592,PowerLaw,2.36,175.8585,0,19.7329,19.11
140,3FGL J0151.0- 3609,PMN J0151-3605,,bcu I,27.864375,-36.1048611,0.681,-,0,0.94,0,0,5.35,0.00000000023708219,2.4592,PowerLaw,2.46,42.79,0,22.847,0
141,3FGL J0151.6+2205,PKS 0149+21,5BZQJ0152+2207,fsrq,28.07524602,22.11880548,1.32,LSP,13.37,0.99,0.88,0,7.33,0.00000000036715864,2.654,PowerLaw,2.65,1041.6931,0,19.263,18.39
142,3FGL J0152.2+3707,B2 0149+37,,bcu I,28.05091647,37.26824076,0.761,LSP,13.916,0.87,0,0,5.6,0.00000000030091749,2.4065,PowerLaw,2.41,333.9486,0,19.056,0
143,3FGL J0152.6+0148,PMN J0152+0146,5BZGJ0152+0147,bll,28.1650454,1.788161833,0.08,HSP,15.458,1,0.86,0.93,13.14,0.00000000076313916,1.8866,PowerLaw,1.89,61.9719,6.07e- 12,11.8181,14.28
144,3FGL J0152.8+7517,1RXS J015308.4+751756,5BZBJ0153+7517,bll,28.2802955,75.2955863,0,HSP,15.95,1,0.81,0.93,8.35,0.0000000003808811,1.7703,PowerLaw,1.77,21.7395,5.62e- 12,19.0294,0
145,3FGL J0154.0+0824,GB6 J0154+0823,5BZBJ0154+0823,bll,28.51154253,8.397518842,0.681,HSP,15.321,1,0.93,0,24.81,0.0000000018139132,1.8594,PowerLaw,1.86,207.2201,0,17.0243,16.49
146,3FGL J0154.9+4433,GB6 J0154+4433,5BZBJ0154+4433,bll,28.72694593,44.56054506,0,ISP,14.125,1,0.81,0,7.81,0.00000000043992168,2.1833,PowerLaw,2.18,37.6911,0,19.3751,0
148,3FGL J0156.9- 4742,2MASS J01564603- 4744174,,bcu II,29.19179197,-47.7381384,0,HSP,15.35,0.99,0,0,4.61,0.00000000017539879,2.0091,PowerLaw,2.01,28.7,0,17.9041,0
149,3FGL J0157.0- 5301,1RXS J015658.6- 530208,5BZBJ0156-5302,bll,29.240625,-53.0326389,0,HSP,17.075,1,0,0.94,12.89,0.0000000006164293,1.8228,PowerLaw,1.82,43.4,9.03e- 12,17.7147,0
150,3FGL J0157.9- 4615,PMN J0157-4614,5BZQJ0157-4614,fsrq,29.46298324,-46.23979476,2.287,LSP,12.752,1,0.84,0,9.57,0.00000000046925558,2.4494,PowerLaw,2.45,218.8,0,0,0
151,3FGL J0158.6- 3931,PMN J0158-3932,5BZBJ0158-3932,bll,29.65877716,-39.53438832,0,ISP,14.82,1,0.88,0,14.67,0.00000000088253782,2.0226,PowerLaw,2.02,132.3385,0,17.7862,0
152,3FGL J0159.4+1046,RX J0159.5+1047,5BZBJ0159+1047,bll,29.89330281,10.78493561,0.195,HSP,16.027,1,0.8,0.9,12.92,0.00000000092041846,2.1134,PowerLaw,2.11,47.6059,4.25e- 12,17.6071,16.78
153,3FGL J0159.8- 2741,PMN J0159-2739,5BZBJ0159-2740,bll,29.93064922,-27.67729437,0,ISP,14.95,1,0.84,0,9.22,0.00000000046306906,2.0363,PowerLaw,2.04,102.8414,5.22e- 13,17.668,0
154,3FGL J0200.9- 6635,PMN J0201-6638,,bcu II,30.28226752,-66.63685162,0,LSP,12.515,0.99,0.83,0,6.94,0.00000000034151387,2.3306,PowerLaw,2.33,172.3,3.87e- 13,20.56,0
155,3FGL J0202.3+0851,TXS 0159+085,5BZBJ0202+0849,fsrq,30.61009786,8.820470406,0.629,HSP,15.865,1,0,0.8,4.38,0.00000000027849548,2.0476,PowerLaw,2.05,134.9171,2.54e- 12,19.3795,18.41
156,3FGL J0202.5+4206,B3 0159+418,5BZBJ0202+4205,bll,30.68188879,42.0878702,0,LSP,13.145,1,0.84,0,7.94,0.0000000004692946,2.2755,PowerLaw,2.28,167.1206,0,18.7556,0
157,3FGL J0203.1- 0227,RX J0202.9-0223,,bcu II,30.717971,-2.38925396,0,HSP,16.4,0.96,0,0,5.04,0.00000000027696215,2.3126,PowerLaw,2.31,68.098,2.08e- 12,0,18.15
158,3FGL J0203.6+3043,NVSS J020344+304238,5BZBJ0203+3042,bll,30.9344612,30.71051014,0.761,LSP,13.326,1,0.92,0,36.9,0.0000000032263758,2.0464,LogParabola,2.2,175.4198,0,0,18.35
159,3FGL J0203.6+3043,B2 0200+30,,fsrq,30.93897945,30.69141807,0.955,LSP,13.051,0.99,0.95,0,36.9,0.0000000032263758,2.0464,LogParabola,2.2,811.4586,0,0,19.64
160,3FGL J0204.0+7234,S5 0159+723,5BZBJ0203+7232,bll,30.88910399,72.54824093,0,ISP,14.175,1,0.86,0,11.46,0.0000000010044965,2.2216,PowerLaw,2.22,229.9548,0,15.7227,0
161,3FGL J0204.2+2420,B2 0201+24,,bcu II,31.0898476,24.2968739,0,ISP,14.446,0.98,0.84,0,5.15,0.00000000024737334,1.7924,PowerLaw,1.79,196.4396,0,16.4024,16.6
162,3FGL J0204.8+3212,B2 0202+31,5BZQJ0205+3212,fsrq,31.27052234,32.20835984,1.466,LSP,12.742,1,0.89,0,9.86,0.00000000036448217,2.9446,PowerLaw,2.94,657.6067,0,17.4755,17.78
163,3FGL J0205.0+1510,4C +15.05,5BZUJ0204+1514,bcu I,31.2100579,15.23640099,0.833,LSP,12.708,0.98,0.96,0,12.27,0.00000000067113748,2.5301,PowerLaw,2.53,4068.2229,0,0,0
164,3FGL J0205.2- 1700,PKS 0202-17,5BZQJ0204-1701,fsrq,31.24030976,-17.02217792,1.74,LSP,12.908,1,0.92,0,24.05,0.0000000008587831,2.7595,PowerLaw,2.76,1219.9694,9.98e- 13,17.9981,0
165,3FGL J0206.4- 1150,PMN J0206-1150,5BZQJ0206-1150,fsrq,31.60868633,-11.84436821,1.663,LSP,13.185,1,0.88,0.8,14.81,0.00000000078593099,2.3311,PowerLaw,2.33,168.6248,7.90e- 13,0,19.32
166,3FGL J0207.9- 3846,PKS 0205-391,,bcu I,31.815039,-38.95085394,0.254,LSP,13.593,0.84,0,0,6.35,0.00000000027614688,2.5441,PowerLaw,2.54,274.8132,0,17.4888,0
167,3FGL J0208.0- 6838,PKS 0206-688,5BZBJ0207-6837,bll,31.96221527,-68.63198942,0,ISP,14.25,1,0.91,0,7.85,0.00000000036503953,2.4205,PowerLaw,2.42,489.2,0,19.4807,0
168,3FGL J0208.6+3522,MS 0205.7+3509,5BZBJ0208+3523,bll,32.15901163,35.38689128,0.318,HSP,16.099,1,0,0.93,5.98,0.00000000023607324,1.6951,PowerLaw,1.7,4.945,6.99e- 12,19.4345,0
169,3FGL J0209.4- 5229,1RXS J020922.2- 522920,5BZBJ0209-5229,bll,32.3398333,-52.4897222,0,HSP,16.1,1,0.84,0.96,28.07,0.0000000017087066,1.7995,PowerLaw,1.8,78.7,1.55e- 11,15.4022,0
170,3FGL J0209.5+4449,1RXS J020917.6+444951,5BZBJ0209+4449,bll,32.3205458,44.8290557,0,HSP,16.7,1,0,0.93,6.69,0.00000000035011699,1.973,PowerLaw,1.97,30.6931,1.83e- 11,17.433,0
171,3FGL J0210.7- 5101,PKS 0208-512,5BZUJ0210-5101,bcu I,32.69250178,-51.01719217,1.003,LSP,13.422,1,0.99,0.91,62.95,0.0000000047403312,2.1697,LogParabola,2.3,3371,1.62e- 12,15.9611,0
172,3FGL J0211.2+1051,MG1 J021114+1051,5BZBJ0211+1051,bll,32.80490568,10.85966629,0,ISP,14.12,1,0.95,0,50.75,0.0000000052961191,2.0111,LogParabola,2.13,318.867,0,15.8063,0
173,3FGL J0211.2- 0649,NVSS J021116- 064422,,bcu II,32.82061935,-6.738860239,0,ISP,14.6,0.95,0,0,5.25,0.00000000028723651,2.0995,PowerLaw,2.1,22.2568,0,16.3329,16.6
174,3FGL J0212.8- 3504,RBS 0292,5BZBJ0212-3503,bll,33.1270957,-35.0591144,0.393,HSP,17.244,0.99,0,0.83,8.12,0.00000000041325365,2.1113,PowerLaw,2.11,19.4234,3.36e- 12,19.6494,0
175,3FGL J0213.0+2245,MG3 J021252+2246,5BZBJ0212+2244,bll,33.22014535,22.74784809,0.459,HSP,15.714,1,0,0.88,13.25,0.0000000009262402,2.0986,PowerLaw,2.1,67.426,4.01e- 12,16.775,16.5
176,3FGL J0213.1- 2720,PMN J0212-2719,,bcu II,33.2305,-27.3050444,0,LSP,13.81,0.97,0,0,4.06,0.00000000019733501,2.0887,PowerLaw,2.09,49.0129,0,0,0
177,3FGL J0214.7- 5823,PMN J0214-5822,,bcu II,33.5426667,-58.3692222,0,LSP,13.705,0.95,0,0,5.72,0.00000000023476232,2.57,PowerLaw,2.57,121.4,0,17.159,0
178,3FGL J0216.1- 7016,PMN J0215-7014,,bcu II,33.9129583,-70.2502222,0,LSP,12.76,0.97,0,0,6,0.00000000027153302,2.5651,PowerLaw,2.57,54.2,0,0,0
179,3FGL J0216.6- 1019,PMN J0216-1017,,bcu II,34.1619828,-10.28416715,0,LSP,12.655,0.99,0.9,0,6.14,0.00000000034369516,2.3288,PowerLaw,2.33,300,0,0,19.9
180,3FGL J0217.0- 6635,RBS 0300,5BZBJ0216-6636,bll,34.21195651,-66.61183406,0,HSP,15.676,1,0.83,0.91,12.11,0.00000000066092509,1.9802,PowerLaw,1.98,103.6,5.77e- 12,17.6018,0
181,3FGL J0217.1- 0833,PKS 0214-085,5BZUJ0217-0820,fsrq,34.26109287,-8.347875417,0.607,LSP,13.166,0.95,0,0,4.73,0.00000000028474342,2.3297,PowerLaw,2.33,417.9813,0,19.2332,17.66
182,3FGL J0217.2+0837,ZS 0214+083,5BZBJ0217+0837,bll,34.32135409,8.617749431,0.085,LSP,13.795,1,0.93,0.89,19.33,0.0000000015075655,2.1001,PowerLaw,2.1,315.5371,1.97e- 12,15.3948,0
183,3FGL J0217.5+7349,S5 0212+73,5BZQJ0217+7349,fsrq,34.37838905,73.82572828,2.367,LSP,12.727,1,0.95,0.8,15.79,0.00000000075933049,2.9074,PowerLaw,2.91,2271.6914,2.52e- 12,19.4362,17.54
185,3FGL J0218.9+3642,MG3 J021846+3641,,bcu II,34.70850825,36.67849434,0,LSP,13.12,0.99,0.83,0,13.9,0.00000000098782471,2.5757,PowerLaw,2.58,129.9744,0,19.8665,0
186,3FGL J0219.0+2440,87GB 021610.9+243205,,bcu II,34.75165755,24.7557233,0,HSP,15.8,0.93,0,0,6.04,0.0000000003151098,1.8572,PowerLaw,1.86,49.9021,0,17.2366,0
187,3FGL J0221.1+3556,B0218+357,5BZUJ0221+3556,fsrq,35.27278443,35.93714849,0.944,LSP,13.164,1,0.98,0,48.44,0.0000000046397517,2.2818,PowerLaw,2.28,1707.7754,0,0,0
188,3FGL J0222.1- 1616,PKS 0219-164,5BZQJ0222-1615,fsrq,35.50302098,-16.2545966,0.698,ISP,14.58,1,0.91,0,11.59,0.00000000050877691,2.601,PowerLaw,2.6,590.2872,4.88e- 13,18.0068,0
189,3FGL J0222.6+4301,3C 66A,5BZBJ0222+4302,bll,35.6650479,43.03549968,0.444,HSP,15.09,1,0.99,0.97,121.26,0.000000019278401,1.8798,LogParabola,1.94,2303.7026,6.39e- 12,14.612,0
190,3FGL J0222.9- 1117,1RXS J022314.6- 111741,5BZBJ0223-1117,bll,35.80938669,-11.29402168,0.04211,HSP,15.6,0.99,0,0,6.2,0.00000000027948074,1.8223,PowerLaw,1.82,14.1792,0,18.5141,0
191,3FGL J0224.1- 7941,PMN J0223-7940,,bcu II,35.9155,-79.6706111,0,HSP,15.8,0.99,0,0,6.96,0.00000000040845965,2.2289,PowerLaw,2.23,58.5,0,18.0122,0
192,3FGL J0225.2- 2602,PMN J0225-2603,,bcu II,36.29537321,-26.05522193,0,LSP,13.72,0.99,0,0,15.46,0.00000000058268784,2.6635,PowerLaw,2.66,115.132,0,0,0
193,3FGL J0226.3+0941,PMN J0226+0937,5BZUJ0226+0937,fsrq,36.55714761,9.62409925,2.605,-,0,1,0.87,0,9.95,0.00000000068831146,2.1864,PowerLaw,2.19,375.1428,0,18.3372,0
194,3FGL J0226.5- 4442,RBS 0318,5BZBJ0226-4441,bcu I,36.66196,-44.68958,0,HSP,16.3,1,0,0.89,9.92,0.00000000052528643,1.9547,PowerLaw,1.95,11.6,4.96e- 12,19.3943,0
195,3FGL J0227.2+0201,RX J0227.2+0201,5BZBJ0227+0202,bll,36.81913314,2.033335772,0.456,HSP,16.803,1,0,0.96,11.07,0.00000000065191103,2.0421,PowerLaw,2.04,36.9531,3.93e- 11,18.4572,18.39
196,3FGL J0228.0+2248,NVSS J022744+224834,,bcu II,36.934839999999994,22.809512222222217,0,LSP,13.39,0.97,0,0,7.86,0.00000000061369698,2.1206,PowerLaw,2.12,46.1687,0,0,18.98
197,3FGL J0228.3- 5545,PKS 0226-559,5BZQJ0228-5546,fsrq,37.08999329,-55.76757778,2.464,LSP,12.83,1,0.92,0,18.53,0.00000000089758856,2.4259,PowerLaw,2.43,350.2,0,19.0762,0
198,3FGL J0228.7- 3106,PMN J0228-3102,,bcu II,37.0540529,-31.044574,0,ISP,14.2,0.81,0,0,4.07,0.00000000020779496,2.1404,PowerLaw,2.14,98.1253,3.41e- 13,19.644,0
199,3FGL J0229.3- 3643,PKS 0227-369,5BZQJ0229-3643,fsrq,37.36853774,-36.73245061,2.115,LSP,13.078,1,0.86,0,18.39,0.00000000083086937,2.539,PowerLaw,2.54,117.382,0,0,0
200,3FGL J0230.6- 5757,PKS 0229-581,,bll,37.7884583,-57.9183889,0.03199,ISP,14.964,0.95,0.84,0,4.98,0.00000000017051147,1.6849,PowerLaw,1.68,254.4,0,9.1888,0
201,3FGL J0230.8+4032,B3 0227+403,5BZQJ0230+4032,fsrq,37.69046165,40.54807441,1.019,LSP,13.52,1,0.94,0,17.66,0.00000000095609498,2.5494,PowerLaw,2.55,451.5873,0,18.1859,0
202,3FGL J0232.8+2016,1ES 0229+200,5BZGJ0232+2017,bll,38.20256418,20.2881882,0.139,HSP,15.481,1,0.85,0.95,7.21,0.000000000438792,2.0254,PowerLaw,2.03,83.5056,1.57e- 11,14.6457,15.31
203,3FGL J0232.9+2606,B2 0230+25,,bcu II,38.23482407,26.1619181,0,ISP,14.6,0.99,0,0,4.26,0.00000000026730684,2.0864,PowerLaw,2.09,98.3348,0,18.7441,18.08
204,3FGL J0236.7- 6136,PKS 0235-618,5BZQJ0236-6136,fsrq,39.22185726,-61.60421763,0.465,LSP,13.381,1,0.95,0.89,31.78,0.0000000018342982,2.3082,PowerLaw,2.31,634.5,1.57e- 12,17.7532,0
205,3FGL J0237.5- 3603,RBS 0334,5BZBJ0237-3603,bll,39.3918603,-36.0579035,0.411,HSP,16.125,1,0.82,0.93,9.87,0.00000000046770893,1.8584,PowerLaw,1.86,27.1963,4.48e- 12,16.194,0
206,3FGL J0237.9+2848,4C +28.07,5BZQJ0237+2848,fsrq,39.46835699,28.80249722,1.213,LSP,13.225,1,0.98,0.93,105.19,0.0000000097452126,2.1621,LogParabola,2.35,2197.5317,1.61e- 12,17.585,17.55
207,3FGL J0238.3- 3904,1RXS J023800.5- 390505,,bll,39.50264406,-39.08464548,0.2,ISP,14.64,0.98,0,0,6.3,0.00000000028362268,1.942,PowerLaw,1.94,65.2114,0,17.0518,0
208,3FGL J0238.4- 3117,1RXS J023832.6- 311658,5BZBJ0238-3116,bll,39.63533535,-31.28279494,0.232,HSP,16.251,1,0.87,0.94,15.47,0.00000000081486012,1.8355,PowerLaw,1.84,71.4879,9.06e- 12,15.806,0
209,3FGL J0238.6+1636,AO 0235+164,5BZBJ0238+1636,bll,39.66220878,16.61646514,0.94,LSP,13.313,1,0.99,0,88.03,0.00000001030532,2.0575,LogParabola,2.17,1941.9243,0,17.1321,0
210,3FGL J0242.3+1059,OD 166,5BZQJ0242+1101,fsrq,40.62154523,11.01686888,2.68,LSP,13.116,1,0.93,0,7.23,0.00000000047528426,2.5384,PowerLaw,2.54,1664.8301,0,20.0596,0
211,3FGL J0243.5+7119,S5 0238+711,5BZBJ0243+7120,bll,40.87871397,71.33830671,0,ISP,14.352,1,0.9,0,9.62,0.00000000082738677,2.111,PowerLaw,2.11,211.574,0,18.9894,0
212,3FGL J0244.4- 8224,PMN J0251-8226,,bcu III,42.7884729542,-82.4414548111,0,-,0,0.85,0,0,5.06,0.00000000024770774,2.679,PowerLaw,2.68,61.9,1.47e- 12,18.2601,0
213,3FGL J0244.8- 5818,RBS 0351,5BZBJ0244-5819,bll,41.1682917,-58.33175,0.265,HSP,16.802,1,0.83,0.95,10.44,0.00000000037582235,1.6987,PowerLaw,1.7,92.6,1.57e- 11,16.5406,0
214,3FGL J0245.4+2410,B2 0242+23,5BZQJ0245+2405,fsrq,41.32023329,24.09310365,2.243,LSP,13.281,0.99,0.85,0,11.73,0.00000000072314787,2.5813,PowerLaw,2.58,457.547,0,20.0509,0
215,3FGL J0245.9- 4651,PKS 0244-470,5BZQJ0246-4651,fsrq,41.50049172,-46.85478673,1.385,LSP,13.497,1,0.98,0.89,73.49,0.0000000045345243,2.2706,LogParabola,2.4,1520,1.06e- 12,18.5632,0
216,3FGL J0249.1+8438,NVSS J024948+843556,,bcu II,42.45138692,84.59917529,0,LSP,13.74,0.99,0.86,0,8.42,0.00000000043717929,2.1467,PowerLaw,2.15,160.0711,0,18.4192,0
217,3FGL J0250.6+1713,NVSS J025037+171209,5BZUJ0250+1712,fsrq,42.65816721,17.20246666,1.1,HSP,16.407,1,0.83,0.9,8.24,0.00000000048838655,1.9838,PowerLaw,1.98,63.6524,4.30e- 12,16.7582,0
218,3FGL J0251.5- 5959,PKS 0250-602,5BZQJ0251-6000,fsrq,42.85936234,-60.00173543,1.373,LSP,13.535,1,0.85,0,5.31,0.00000000027335043,2.2899,PowerLaw,2.29,281.5,0,19.4532,0
219,3FGL J0252.3+3830,B2 0249+38,,fsrq,43.28703369,38.59027745,1.122,LSP,13.101,0.88,0.82,0,4.11,0.00000000024339508,2.4962,PowerLaw,2.5,663.2596,0,18.5066,0
220,3FGL J0252.8- 2218,PKS 0250-225,5BZQJ0252-2219,fsrq,43.19980686,-22.32374054,1.427,LSP,13.25,1,0.95,0,69.69,0.0000000053402376,2.1528,LogParabola,2.3,443.5457,0,19.9765,0
222,3FGL J0253.1- 5438,PKS 0252-549,5BZQJ0253-5441,fsrq,43.37158502,-54.69762107,0.539,LSP,12.912,1,0.92,0,7.8,0.00000000033517505,2.4476,PowerLaw,2.45,946.3,1.63e- 12,17.0564,0
223,3FGL J0253.5+3216,MG3 J025334+3217,,bcu II,43.39020897,32.28913656,0,LSP,12.8,1,0.86,0,9.86,0.00000000062492217,2.0523,PowerLaw,2.05,80.6524,0,20.0008,19.77
224,3FGL J0255.8+0532,PMN J0255+0533,,bcu II,43.9563778,5.56544078,0,LSP,13.705,0.98,0,0,4.29,0.00000000034105818,2.0697,PowerLaw,2.07,103.8938,0,0,19.34
225,3FGL J0256.3+0335,PKS B0253+033,,bcu II,44.1174221,3.55761672,0,HSP,15.62,0.97,0.88,0,6.19,0.00000000034840864,1.8961,PowerLaw,1.9,313.8761,0,17.4024,16.46
226,3FGL J0257.8- 1216,PMN J0257-1211,5BZQJ0257-1212,fsrq,44.42085257,-12.20038388,1.391,ISP,14.539,0.99,0,0,6.33,0.00000000032954853,2.478,PowerLaw,2.48,217.9065,0,18.6702,0
227,3FGL J0258.0+2030,MG3 J025805+2029,5BZBJ0258+2030,bll,44.5304559,20.50043891,0,ISP,14.84,1,0.83,0.84,5.27,0.00000000046769277,2.0163,PowerLaw,2.02,98.6919,2.13e- 12,20.7293,17.75
228,3FGL J0259.5+0746,PKS 0256+075,5BZQJ0259+0747,fsrq,44.86281928,7.794345239,0.893,LSP,13.645,1,0.94,0,11.03,0.00000000092041613,2.2121,PowerLaw,2.21,834.9246,0,20.1808,0
229,3FGL J0301.4- 1652,PMN J0301-1652,,bcu II,45.31926121,-16.87919468,0,LSP,13.72,0.99,0.8,0,5.22,0.00000000032023326,2.1505,PowerLaw,2.15,170.4918,0,17.3804,0
230,3FGL J0301.8- 2721,NVSS J030158- 272754,,bcu II,45.49170492,-27.46524783,0,LSP,13.985,0.84,0,0,4.27,0.00000000021125567,2.1578,PowerLaw,2.16,52.7341,0,0,0
231,3FGL J0301.8- 7157,PKS 0301-721,5BZQJ0301-7156,bcu II,45.41019029,-71.94288876,0,LSP,13.67,0.99,0.93,0,10.36,0.00000000033470615,2.7657,PowerLaw,2.77,791.7,0,18.5958,0
232,3FGL J0302.5- 7915,PMN J0303-7914,5BZQJ0303-7914,fsrq,45.83709393,-79.24903257,1.115,LSP,13.065,1,0.8,0,7.99,0.00000000043597928,2.506,PowerLaw,2.51,127.7,0,19.9869,0
233,3FGL J0303.0+3150,B2 0259+31,,bcu II,45.7564652,31.8459016,0,ISP,14.207,0,0.85,0,4.18,0.00000000034264799,2.3149,PowerLaw,2.31,439.433,0,18.6156,0
234,3FGL J0303.4- 2407,PKS 0301-243,5BZBJ0303-2407,bll,45.86042857,-24.11984087,0.26,HSP,15.433,1,0.97,0.97,63.63,0.0000000057430207,1.9183,PowerLaw,1.92,701.1499,1.02e- 11,15.6139,0
235,3FGL J0303.7- 6211,PKS 0302-623,5BZQJ0303-6211,fsrq,45.96096396,-62.19043052,1.351,LSP,12.921,1,0.97,0.83,16.76,0.0000000008644731,2.4601,PowerLaw,2.46,2456,1.13e- 12,18.4916,0
236,3FGL J0304.3- 2836,RBS 0385,5BZBJ0304-2832,bll,46.0678155,-28.539107,0,-,0,0.99,0,0.85,4.06,0.00000000013194003,1.6087,PowerLaw,1.61,8.3278,4.95e- 12,0,0
237,3FGL J0305.2- 1607,PKS 0302-16,,bcu II,46.3137087,-16.137516,0,HSP,15.57,0,0.94,0,5.64,0.0000000002171774,1.6885,PowerLaw,1.69,917.6804,0,18.1944,0
238,3FGL J0308.6+0408,NGC 1218,,rdg,47.10926584,4.110916864,0.02865,ISP,14.765,1,0.97,0.89,8.11,0.00000000059327387,2.0711,PowerLaw,2.07,5748.2964,7.53e- 12,8.4605,0
239,3FGL J0309.0+1029,PKS 0306+102,5BZQJ0309+1029,fsrq,47.26509791,10.4878725,0.863,LSP,13.135,1,0.95,0.89,25.84,0.0000000027817089,2.092,LogParabola,2.23,505.9487,1.50e- 12,0,0
240,3FGL J0309.5- 0749,NVSS J030943- 074427,5BZBJ0309-0744,bll,47.43017455,-7.740968303,0,HSP,15.45,0.94,0,0,6.62,0.00000000040838799,1.9353,PowerLaw,1.94,82.1806,0,16.9646,16.8
241,3FGL J0309.9- 6057,PKS 0308-611,5BZQJ0309-6058,fsrq,47.4837465,-60.9775156,1.48,LSP,12.954,1,0.96,0,26.04,0.0000000015015147,2.4217,PowerLaw,2.42,992.5,5.06e- 13,18.4464,0
242,3FGL J0310.4- 5015,1RXS J031036.0- 501615,,bcu II,47.64467,-50.27531,0,HSP,16.25,1,0,0,8.39,0.00000000032498454,1.7536,PowerLaw,1.75,12.6,3.99e- 13,18.5936,0
243,3FGL J0310.8+3814,B3 0307+380,5BZQJ0310+3814,fsrq,47.70783303,38.24828829,0.945,LSP,13.299,1,0.87,0,8.64,0.00000000055850946,2.4234,PowerLaw,2.42,237.0391,0,19.5652,17.62
